"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"
"4:02:00::"	"eat"	","	"n't"	"honey"	"n't_eat"	"eat_,"	",_honey"	"do_n't_eat"	"n't_eat_,"	"eat_,_honey"	",_honey_."	"VBP"	"RB"	"VB"	"RB"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"do"	"eat"	"enough"	"honey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:sufficient:00"	"get"	"blanket"	"you"	"''"	"you_get"	"get_blanket"	"blanket_''"	"have_you_get"	"you_get_blanket"	"get_blanket_''"	"blanket_''_?"	"VBP"	"PRP"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"get"	"enough"	"blanket"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"strong"	"to"	"yet"	"hold"	"yet_strong"	"strong_to"	"to_hold"	",_yet_strong"	"yet_strong_to"	"strong_to_hold"	"to_hold_her"	"ε"	"RB"	"JJ"	"RB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"spend"	"concentrated"	"week"	"put"	"his"	"two"	"figure"	"together"	"a"	"who"	"would"	"be"	"young"	"and"	"sensitive"	"yet"	"strong"	"enough"	"to"	"hold"	"her"	"son"	"on"	"her"	"lap"	"and"	"a"	"jesus"	"who"	"though"	"lean"	"be"	"strong"	"even"	"in"	"death"	"a"	"look"	"he"	"remember"	"well"	"from"	"his"	"experience"	"in"	"the"	"dead_room"	"of"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"sample"	"of_course"	"to"	"of_course_,"	",_sample"	"sample_to"	",_of_course_,"	"of_course_,_sample"	",_sample_to"	"sample_to_give"	"ε"	"RB"	"ε"	"RB"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dosage"	"in"	"the"	"three"	"level"	"of"	"the"	"vertical"	"profile"	"f"	"this"	"be"	"not"	"of_course"	"enough"	"sample"	"to"	"give"	"a"	"satisfactory"	"description"	"of"	"the"	"vertical"	"diffusion"	"of"	"the"	"aerosol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"warm"	"to"	"``"	"swim"	"``_warm"	"warm_to"	"to_swim"	"∅_``_warm"	"``_warm_to"	"warm_to_swim"	"to_swim_-"	"ε"	"ε"	"JJ"	"RB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enough"	"to"	"swim"	"real"	"indian_summer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"acquire"	"confidence"	"eventually"	"in"	"eventually_acquire"	"acquire_confidence"	"confidence_in"	"as_a_whole_eventually_acquire"	"eventually_acquire_confidence"	"acquire_confidence_in"	"confidence_in_the"	"JJ"	"RB"	"VB"	"RB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"apparently"	"the"	"as_a_whole"	"eventually"	"acquire"	"enough"	"confidence"	"in"	"the"	"explanation"	"of"	"the"	"scientist"	"to"	"modify"	"its"	"procedure"	"and"	"its"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"simple"	","	"be"	"but"	"be_simple"	"simple_,"	",_but"	"this_be_simple"	"be_simple_,"	"simple_,_but"	",_but_in"	"DT"	"VB"	"JJ"	"RB"	"ε"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"be"	"simple"	"enough"	"but"	"in"	"tell"	"the"	"story"	"person"	"do"	"two"	"important"	"thing"	"that"	"had"	"not"	"been"	"do"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:sufficient:00"	"when"	"time"	"∅"	"had"	"∅_when"	"when_time"	"time_had"	"∅_∅_when"	"∅_when_time"	"when_time_had"	"time_had_elapse"	"ε"	"ε"	"WRB"	"JJ"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enough"	"time"	"had"	"elapse"	"so_that"	"there"	"be"	"little"	"likelihood"	"of"	"his"	"return"	"for"	"something"	"he"	"had"	"forget"	"person"	"go_out"	"into"	"the"	"hall"	"and"	"stand"	"look"	"into"	"one"	"room"	"after"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"far"	"."	"barely"	"∅"	"barely_far"	"far_."	"._∅"	"go_barely_far"	"barely_far_."	"far_._∅"	"._∅_∅"	"VB"	"RB"	"RB"	"RB"	"ε"	"ε"	"ε"	"bother"	"during"	"the"	"first"	"two"	"game"	"this"	"year"	"by"	"a"	"pull"	"muscle"	"in"	"the"	"thigh"	"of"	"his"	"right"	"kick"	"leg"	"and"	"as"	"a"	"result"	"several"	"of"	"his"	"successful"	"conversion"	"go"	"barely"	"far"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:sufficient:00"	"have"	"of"	"dallas"	"a"	"dallas_have"	"have_of"	"of_a"	"but_dallas_have"	"dallas_have_of"	"have_of_a"	"of_a_lead"	"CC"	"NN"	"VB"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"did"	"hit"	"two"	"quick"	"strike"	"in"	"final_period"	"against"	"the"	"group"	"but"	"dallas"	"have"	"enough"	"of"	"a"	"lead"	"to"	"hold_off"	"them"	"off"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"simple"	","	"be"	"but"	"be_simple"	"simple_,"	",_but"	"this_be_simple"	"be_simple_,"	"simple_,_but"	",_but_several"	"DT"	"VB"	"JJ"	"RB"	"ε"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"simple"	"enough"	"but"	"several"	"more"	"point"	"of"	"interest"	"may"	"be"	"mention"	"as"	"relevant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"small"	"to"	"be"	"allow"	"be_small"	"small_to"	"to_allow"	",_be_small"	"be_small_to"	"small_to_allow"	"to_allow_resolution"	"ε"	"VB"	"JJ"	"RB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"observation"	"at"	"mm"	"person"	"a"	"the"	"diameter"	"of"	"the"	"antenna"	"beam"	"small"	"enough"	"to"	"allow"	"resolution"	"of"	"some"	"of"	"the"	"larger"	"feature"	"of"	"the"	"lunar"	"surface"	"and"	"contour"	"diagram"	"have"	"been"	"make"	"of"	"the"	"lunar"	"brightness"	"distribution"	"at"	"three"	"lunar"	"phase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:sufficient:00"	"interestingly"	","	"∅"	"the"	"∅_interestingly"	"interestingly_,"	",_the"	"∅_∅_interestingly"	"∅_interestingly_,"	"interestingly_,_the"	",_the_effect"	"ε"	"ε"	"RB"	"JJ"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enough"	"the"	"effect"	"of"	"the"	"digitalis_glycoside"	"is"	"inhibit"	"by"	"a"	"high"	"concentration"	"of"	"potassium"	"in"	"the"	"incubation"	"medium"	"and"	"is"	"enhance"	"by"	"the"	"absence"	"of"	"potassium"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
