"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"
"2:37:01::"	"would"	"to"	"i"	"see"	"i_would"	"would_to"	"to_see"	"∅_i_would"	"i_would_to"	"would_to_see"	"to_see_you"	"ε"	"PRP"	"VB"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"like"	"to"	"see"	"you"	"devote"	"some"	"space"	"in"	"an"	"early"	"issue"	"to"	"the"	"news"	"blackout"	"concern"	"president_kennedy"	"activities"	"so_far"	"as"	"southern_california"	"be"	"concerned"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"have"	"."	"should"	"∅"	"should_have"	"have_."	"._∅"	"i_should_have"	"should_have_."	"have_._∅"	"._∅_∅"	"PRP"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"these"	"first"	"days"	"of"	"the"	"trial"	"i"	"did"	"n't"	"as"	"much"	"time"	"to"	"commiserate"	"with"	"viola"	"as"	"i"	"should"	"have"	"like"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"would"	"to"	"assessors"	"see"	"assessors_would"	"would_to"	"to_see"	"that_assessors_would"	"assessors_would_to"	"would_to_see"	"to_see_an"	"IN"	"NNS"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"summarize"	"it"	"may"	"be"	"say"	"that"	"there"	"be"	"no"	"one"	"prevailing"	"in"	"rhode_island"	"with_respect_to"	"the"	"taxation"	"of"	"movable"	"property"	"that"	"assessors"	"would"	"like"	"to"	"see"	"an"	"improvement"	"and"	"of"	"those"	"who"	"have"	"an"	"opinion"	"that"	"assessment"	"by"	"the"	"town"	"of"	"location"	"is"	"prefer"	"on"	"the"	"basis"	"of"	"their"	"present"	"knowledge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"'d"	"''"	"you"	"."	"you_'d"	"'d_''"	"''_."	"if_you_'d"	"you_'d_''"	"'d_''_."	"''_._∅"	"IN"	"PRP"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"might"	"as_well"	"wait"	"here"	"while"	"i"	"gone"	"so"	"can"	"use"	"my"	"shower"	"if"	"you"	"like"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"will"	"and"	"family"	"make"	"family_will"	"will_and"	"and_make"	"your_family_will"	"family_will_and"	"will_and_make"	"and_make_a"	"PRP$"	"NN"	"MD"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"be"	"not"	"well"	"acquainted_with"	"the"	"area"	"in"	"which"	"you"	"wish_to"	"or"	"if"	"you"	"be"	"not"	"sure"	"that"	"you"	"and"	"your"	"family"	"will"	"like"	"and"	"make"	"a"	"success"	"of"	"farming"	"usually"	"you"	"would"	"do"	"better"	"to"	"rent"	"a"	"place"	"for"	"a"	"year"	"or"	"two"	"before"	"you"	"buy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"all"	"the"	"at"	"look"	"at_all"	"all_the"	"the_look"	"not_at_all"	"at_all_the"	"all_the_look"	"the_look_on"	"RB"	"RB"	"RB"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"did"	"at"	"all"	"like"	"the"	"look"	"on"	"person"	"regular"	"featured"	"almost"	"girlishly"	"good-looking"	"face"	"or"	"indeed"	"anything"	"about"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"n't"	"person"	"did"	","	"did_n't"	"n't_person"	"person_,"	"person_did_n't"	"did_n't_person"	"n't_person_,"	"person_,_but"	"NNP"	"VBD"	"RB"	"VB"	"NNP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"did"	"n't"	"like"	"person"	"but"	"what"	"with"	"person"	"and"	"three"	"of"	"his"	"boy"	"inside"	"and"	"not"	"likely"	"to"	"come_out"	"and"	"person"	"such"	"a"	"valuable"	"salesman"	"person"	"say"	"all"	"the"	"nuisance"	"and"	"danger"	"of"	"get_in_touch"	"with"	"practically"	"a"	"whole"	"new"	"bunch"	"of"	"boy"	"why"	"did"	"everything"	"have"	"to"	"happen"	"at_once"	"0"	"0"	"0"	"0"	
"2:37:05::"	"n't"	"to"	"did"	"work"	"did_n't"	"n't_to"	"to_work"	"he_did_n't"	"did_n't_to"	"n't_to_work"	"to_work_at_all"	"PRP"	"VBD"	"RB"	"VB"	"TO"	"VB"	"RB"	"be"	"at_least"	"sober"	"enough"	"to"	"remember"	"to"	"telephone"	"and"	"he"	"turn_out"	"to"	"be"	"the"	"greatest"	"boon"	"that"	"had"	"come"	"into"	"person"	"life"	"since"	"he"	"move"	"to"	"location"	"in_spite_of"	"the"	"fact"	"that"	"he"	"did"	"n't"	"work"	"very"	"fast"	"or"	"very"	"long"	"at_a_time"	"and"	"did"	"n't"	"to"	"work"	"at_all"	"unless"	"person"	"hang_around"	"and"	"talk"	"to"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"would"	"to"	"you"	"offer"	"you_would"	"would_to"	"to_offer"	"word_you_would"	"you_would_to"	"would_to_offer"	"to_offer_in"	"NN"	"PRP"	"VB"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"is"	"there"	"any"	"you"	"would"	"like"	"to"	"offer"	"in"	"your"	"own"	"defense"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"'ll"	"live"	"she"	"in"	"she_'ll"	"'ll_live"	"live_in"	"year_she_'ll"	"she_'ll_live"	"'ll_live_in"	"live_in_person"	"NN"	"PRP"	"MD"	"VB"	"VB"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"she"	"like"	"live"	"in"	"person"	"house"	"too_much"	"to"	"come_back"	"to"	"me"	"person"	"say"	"flatly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:04::"	"just"	"him"	"be"	"."	"be_just"	"just_him"	"him_."	"would_be_just"	"be_just_him"	"just_him_."	"him_._∅"	"MD"	"VB"	"RB"	"JJ"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"look"	"half"	"crocked"	"to"	"captain"	"it"	"would"	"be"	"just"	"like"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"glass"	","	"and"	"liable"	"and_glass"	"glass_,"	",_liable"	"stiff_and_glass"	"and_glass_,"	"glass_,_liable"	",_liable_to"	"JJ"	"CC"	"NN"	"JJ"	"ε"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"seeping"	"coldness"	"enter"	"person"	"being"	"his"	"nerve"	"seem"	"frostbitten"	"down"	"to"	"the"	"of"	"his"	"tingling"	"finger"	"and"	"his"	"spine"	"feel"	"stiff"	"and"	"glass"	"like"	"liable"	"to"	"break"	"like"	"an"	"icicle"	"at"	"any"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"test"	"situation"	"the"	","	"the_test"	"test_situation"	"situation_,"	"in_the_test"	"the_test_situation"	"test_situation_,"	"situation_,_and"	"IN"	"DT"	"NN"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"et_al."	"present"	"evidence"	"that"	"the"	"child"	"will"	"suffer"	"in"	"the"	"test"	"like"	"situation"	"and"	"that"	"his"	"performance"	"will"	"be"	"impair"	"unless"	"he"	"receive"	"supporting"	"and"	"accepting"	"treatment"	"from"	"the"	"teacher"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"i"	"the"	"``"	"tradition"	"``_i"	"i_the"	"the_tradition"	"∅_``_i"	"``_i_the"	"i_the_tradition"	"the_tradition_''"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"the"	"tradition"	"a"	"girl"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"i"	"to"	"∅"	"make"	"∅_i"	"i_to"	"to_make"	"∅_∅_i"	"∅_i_to"	"i_to_make"	"to_make_a"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"to"	"make"	"a"	"seedbed"	"right"	"in"	"the"	"open"	"though"	"many"	"people"	"start"	"them"	"successfully"	"in"	"cold_frame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"you"	"to"	"would"	"grow"	"would_you"	"you_to"	"to_grow"	"∅_would_you"	"would_you_to"	"you_to_grow"	"to_grow_exhibition"	"ε"	"MD"	"PRP"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"like"	"to"	"grow"	"exhibition"	"pansy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"simply"	"to"	"'d"	"know"	"'d_simply"	"simply_to"	"to_know"	"i_'d_simply"	"'d_simply_to"	"simply_to_know"	"to_know_if"	"PRP"	"MD"	"RB"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"know"	"if"	"it"	"be"	"as_good_as"	"you"	"kind"	"people"	"seem"	"to"	"think"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:04::"	"he"	"child"	"∅"	","	"∅_he"	"he_child"	"child_,"	"∅_∅_he"	"∅_he_child"	"he_child_,"	"child_,_in"	"ε"	"ε"	"PRP"	"VB"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"child"	"in"	"a"	"loathsome"	"kind"	"of"	"way"	"the"	"two"	"young"	"in"	"our"	"family"	"always"	"had"	"to"	"be"	"bring_in"	"and"	"put_through"	"trick"	"for"	"his"	"entertainment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"audience"	"it"	"theatre-by-the-sea"	"."	"theatre-by-the-sea_audience"	"audience_it"	"it_."	"the_theatre-by-the-sea_audience"	"theatre-by-the-sea_audience_it"	"audience_it_."	"it_._∅"	"DT"	"NNP"	"NN"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dialogue"	"be"	"sharp"	"witty"	"and"	"candid"	"typical"	"n't"	"eat"	"the"	"daisy"	"material"	"which"	"has"	"stamp"	"the"	"author"	"throughout"	"her"	"book"	"and"	"and"	"it"	"be"	"obvious"	"that"	"the"	"theatre-by-the-sea"	"audience"	"like"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:05::"	"will"	"this"	"audience"	"performance"	"audience_will"	"will_this"	"this_performance"	",_audience_will"	"audience_will_this"	"will_this_performance"	"this_performance_."	"ε"	"NN"	"MD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on_the_whole"	"will"	"like"	"this"	"performance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"would"	"to"	"i"	"enact"	"i_would"	"would_to"	"to_enact"	"``_i_would"	"i_would_to"	"would_to_enact"	"to_enact_a"	"ε"	"PRP"	"VB"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"enact"	"a"	"little"	"tableau"	"this"	"afternoon"	"person"	"say"	"he"	"explain"	"about"	"the"	"visit"	"and"	"the"	"effect"	"he"	"wish"	"to"	"create"	"the"	"picture"	"of"	"a"	"very"	"busy"	"mission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"would"	"them"	"i"	"to"	"i_would"	"would_them"	"them_to"	"``_i_would"	"i_would_them"	"would_them_to"	"them_to_appear"	"ε"	"PRP"	"VB"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"them"	"to"	"appear"	"very"	"busy"	"today"	"not"	"busy"	"exactly"	"but"	"joyous"	"exuberant"	"full_of_life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:04::"	"neither"	"nor"	"they"	"dislike"	"they_neither"	"neither_nor"	"nor_dislike"	"∅_they_neither"	"they_neither_nor"	"neither_nor_dislike"	"nor_dislike_the"	"ε"	"PRP"	"RB"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"neither"	"like"	"nor"	"dislike"	"the"	"old_man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"tomb"	"by"	"be"	"contrast"	"be_tomb"	"tomb_by"	"by_contrast"	"backstage_be_tomb"	"be_tomb_by"	"tomb_by_contrast"	"by_contrast_."	"NN"	"VB"	"NN"	"JJ"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"backstage"	"tomb"	"like"	"by"	"contrast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"glacier"	","	"sit"	"his"	"sit_glacier"	"glacier_,"	",_his"	"person_sit_glacier"	"sit_glacier_,"	"glacier_,_his"	",_his_smooth"	"NNP"	"VB"	"NN"	"JJ"	"ε"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"where"	"their"	"sharp"	"edge"	"seem"	"restless"	"as"	"sea"	"wave"	"themselves"	"upward"	"in"	"angry"	"motion"	"person"	"sit"	"glacier"	"like"	"his"	"smooth"	"solidity"	"his"	"very"	"immobility"	"defy"	"all"	"the"	"turmoil"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
