"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"
"2:40:01::"	"vernon"	"an"	"∅"	"account_book"	"∅_vernon"	"vernon_an"	"an_account_book"	"∅_∅_vernon"	"∅_vernon_an"	"vernon_an_account_book"	"an_account_book_with"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"an"	"account_book"	"with"	"a"	"list"	"of"	"all"	"the"	"establishments"	"that"	"he"	"think"	"worthy"	"of"	"patronage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"and"	"you"	"you"	"for"	"you_and"	"and_you"	"you_for"	"bless_you_and"	"you_and_you"	"and_you_for"	"you_for_many"	"VB"	"PRP"	"CC"	"VB"	"PRP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"i"	"say"	"mr._speaker"	"god"	"you"	"and"	"keep"	"you"	"for"	"many"	"years"	"not_only"	"for"	"this"	"body"	"but"	"for"	"the"	"united_states_of_america"	"and"	"the"	"free_world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"in_order_to"	"pace"	"shows"	"with"	"shows_in_order_to"	"in_order_to_pace"	"pace_with"	"their_shows_in_order_to"	"shows_in_order_to_pace"	"in_order_to_pace_with"	"pace_with_rising"	"PRP$"	"NNS"	"RB"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stations"	"program"	"to"	"negro"	"listeners"	"having"	"to"	"upgrade"	"their"	"shows"	"in_order_to"	"keep"	"pace"	"with"	"rising"	"educational"	"economic"	"and"	"cultural"	"levels"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"union_members"	"on"	"those"	"their"	"those_union_members"	"union_members_on"	"on_their"	"∅_those_union_members"	"those_union_members_on"	"union_members_on_their"	"on_their_jobs"	"ε"	"DT"	"NN"	"VB"	"VB"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"union_members"	"keep"	"on"	"their"	"jobs"	"therefore"	"will"	"not"	"take"	"a"	"cut"	"in"	"their"	"wages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"a"	"machine"	"permanent"	"machine_to"	"to_a"	"a_permanent"	"a_machine_to"	"machine_to_a"	"to_a_permanent"	"a_permanent_record"	"DT"	"NN"	"TO"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a_number_of"	"years"	"the"	"use"	"a"	"machine"	"to"	"keep"	"a"	"permanent"	"record"	"but"	"abandon"	"the"	"practice"	"about"	"two"	"years"	"ago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"be"	"on"	"should"	"the"	"should_be"	"be_on"	"on_the"	"and_should_be"	"should_be_on"	"be_on_the"	"on_the_job"	"CC"	"MD"	"VB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"councilman_william_d._schaefer"	"d."	"fifth"	"say"	"in"	"a"	"letter"	"to"	"mayor_grady"	"that"	"plowing"	"and"	"crews"	"should"	"be"	"dispatch"	"earlier"	"in"	"storms"	"and"	"should"	"be"	"keep"	"on"	"the"	"job"	"longer"	"than"	"they"	"be"	"last"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"who"	"his"	"dr._albert_c._barnes"	"own"	"dr._albert_c._barnes_who"	"who_his"	"his_own"	"late_dr._albert_c._barnes_who"	"dr._albert_c._barnes_who_his"	"who_his_own"	"his_own_great"	"JJ"	"NNP"	"WP"	"VB"	"PRP$"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"philadelphia"	"dr._albert_c._barnes"	"who"	"keep"	"his"	"own"	"great"	"collection"	"closed"	"to"	"the"	"general"	"public"	"time"	"jan."	"thompson"	"at"	"be"	"something"	"of"	"a"	"legend"	"in"	"his"	"own"	"lifetime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"they"	"that"	"do"	"up"	"do_they"	"they_that"	"that_up"	"long_do_they"	"do_they_that"	"they_that_up"	"that_up_''"	"JJ"	"VBP"	"PRP"	"VB"	"IN"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"say"	"how"	"do"	"they"	"keep"	"that"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"always"	"a"	"he"	"confidence"	"he_always"	"always_a"	"a_confidence"	"that_he_always"	"he_always_a"	"always_a_confidence"	"a_confidence_and"	"IN"	"PRP"	"RB"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"of"	"the"	"vital"	"qualities"	"demand"	"of"	"politician"	"by"	"politicians"	"be"	"that"	"he"	"always"	"keep"	"a"	"confidence"	"and"	"that"	"he"	"keep"	"his"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"he"	"his"	"that"	"word"	"that_he"	"he_his"	"his_word"	"and_that_he"	"that_he_his"	"he_his_word"	"his_word_."	"CC"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"of"	"the"	"vital"	"qualities"	"demand"	"of"	"a"	"politician"	"by"	"be"	"that"	"he"	"always"	"keep"	"a"	"confidence"	"and"	"that"	"he"	"keep"	"his"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"has"	"personnel"	"she"	"records"	"she_has"	"has_personnel"	"personnel_records"	"whom_she_has"	"she_has_personnel"	"has_personnel_records"	"personnel_records_over"	"WP"	"PRP"	"VBZ"	"VB"	"NNS"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._mary_self"	"who"	"know"	"more_than"	"any"	"person"	"about"	"city"	"employes"	"for"	"whom"	"she"	"has"	"keep"	"personnel"	"records"	"over"	"the"	"years"	"has"	"close"	"her"	"desk"	"and"	"retire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"china"	"much"	"in"	"much_to"	"to_china"	"china_in"	"do_much_to"	"much_to_china"	"to_china_in"	"china_in_a"	"VB"	"JJ"	"TO"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"continuing"	"pressures"	"social"	"economic"	"and"	"are"	"do"	"much"	"to"	"keep"	"china"	"in"	"a"	"heightening"	"state"	"of"	"tension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that_is"	"on_tap"	"fog"	"for"	"fog_that_is"	"that_is_on_tap"	"on_tap_for"	"verbal_fog_that_is"	"fog_that_is_on_tap"	"that_is_on_tap_for"	"on_tap_for_such"	"JJ"	"NN"	"RB"	"VB"	"JJ"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"truth-revealing"	"crisis"	"erupt"	"in"	"katanga"	"for"	"a_couple_of"	"days"	"this"	"to"	"be"	"quickly"	"smother"	"by"	"the"	"high_pressure"	"verbal"	"fog"	"that_is"	"keep"	"on_tap"	"for"	"such"	"emergencies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"any"	"unable"	"kind_of"	"unable_to"	"to_any"	"any_kind_of"	"prove_unable_to"	"unable_to_any"	"to_any_kind_of"	"any_kind_of_mail"	"VB"	"JJ"	"TO"	"VB"	"DT"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"the"	"makeshift"	"airports"	"be"	"ready"	"york_state_guard"	"flyers"	"prove"	"unable"	"to"	"keep"	"any"	"kind_of"	"mail"	"schedule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"are"	"."	"records"	"∅"	"records_are"	"are_."	"._∅"	"valuable_records_are"	"records_are_."	"are_._∅"	"._∅_∅"	"JJ"	"NNS"	"VBP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"along"	"this"	"avenue"	"which"	"see"	"marching"	"soldiers"	"from"	"the"	"war_between_the_states"	"return"	"in"	"be"	"the"	"archives"	"building"	"where"	"hundreds"	"of"	"thousands"	"of_this"	"country"	"most"	"valuable"	"records"	"are"	"keep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"not_only"	"his"	"which"	"foes"	"which_not_only"	"not_only_his"	"his_foes"	"confusion_which_not_only"	"which_not_only_his"	"not_only_his_foes"	"his_foes_guess"	"NN"	"WDT"	"RB"	"VB"	"PRP$"	"NNS"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barnett"	"who"	"come"	"into"	"office"	"with"	"no"	"previous"	"experience"	"administration"	"has"	"surround"	"himself"	"with"	"confusion"	"which"	"not_only"	"keep"	"his"	"foes"	"guess"	"but"	"his"	"friends"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"wilt"	"him"	"thou"	"in"	"thou_wilt"	"wilt_him"	"him_in"	"``_thou_wilt"	"thou_wilt_him"	"wilt_him_in"	"him_in_perfect"	"ε"	"PRP"	"MD"	"VB"	"PRP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"looking"	"unto"	"god"	"the"	"prophet_isaiah"	"write"	"these"	"blessed"	"words"	"three"	"thousand"	"years"	"ago"	"thou"	"wilt"	"keep"	"him"	"in"	"perfect"	"peace"	"whose"	"mind"	"be"	"stay"	"on"	"thee"	"because"	"he"	"trusteth"	"in"	"thee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"am"	"from"	"i"	"all"	"i_am"	"am_from"	"from_all"	"∅_i_am"	"i_am_from"	"am_from_all"	"from_all_danger"	"ε"	"PRP"	"VBP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"am"	"keep"	"from"	"all"	"danger"	"by"	"night"	"and"	"by"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"to"	"me"	"turn_away"	"from"	"turn_away_to"	"to_me"	"me_from"	"she_turn_away_to"	"turn_away_to_me"	"to_me_from"	"me_from_see"	"PRP"	"VB"	"TO"	"VB"	"PRP"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"something"	"in"	"my"	"voice"	"must"	"have"	"touch"	"her"	"deeply"	"her"	"anger"	"pass"	"quickly"	"and"	"she"	"turn_away"	"to"	"keep"	"me"	"from"	"see"	"her"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"must"	"the"	"we"	"bloodstream"	"we_must"	"must_the"	"the_bloodstream"	"``_we_must"	"we_must_the"	"must_the_bloodstream"	"the_bloodstream_of"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"keep"	"the"	"bloodstream"	"of"	"new_jersey"	"clean"	"the"	"former"	"superior_court"	"judge"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"in_order_to"	"many_of"	"this"	"their"	"this_in_order_to"	"in_order_to_many_of"	"many_of_their"	"do_this_in_order_to"	"this_in_order_to_many_of"	"in_order_to_many_of_their"	"many_of_their_people"	"VB"	"DT"	"RB"	"VB"	"JJ"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fact"	"that"	"the"	"americans"	"who"	"uphold"	"sovereignty"	"of"	"their"	"states"	"do"	"this"	"in_order_to"	"keep"	"many_of"	"their"	"people"	"more"	"securely"	"in"	"slavery"	"the"	"antithesis"	"of"	"individual"	"liberty"	"make"	"the"	"conflict"	"grimmer"	"and"	"the"	"greater"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"our"	"propulsions"	"long-range"	"propulsions_to"	"to_our"	"our_long-range"	"nuclear_propulsions_to"	"propulsions_to_our"	"to_our_long-range"	"our_long-range_military"	"JJ"	"NNS"	"TO"	"VB"	"PRP$"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"use"	"propulsions"	"to"	"keep"	"our"	"long-range"	"military"	"aircraft"	"in_the_air"	"for"	"the"	"majority"	"of"	"their"	"useful"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"so"	"them"	","	"if"	",_so"	"so_them"	"them_if"	"help_,_so"	",_so_them"	"so_them_if"	"them_if_you"	"NN"	"ε"	"RB"	"VB"	"PRP"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shade_trees"	"too"	"be"	"a"	"help"	"so"	"keep"	"them"	"if"	"you"	"can"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"be"	"to"	"can"	"a"	"can_be"	"be_to"	"to_a"	"produce_can_be"	"can_be_to"	"be_to_a"	"to_a_minimum"	"VB"	"MD"	"VB"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"no"	"use"	"pretend"	"that"	"all"	"conditioners"	"be"	"but"	"the"	"noise"	"they"	"produce"	"can"	"be"	"keep"	"to"	"a"	"minimum"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"his"	"ask"	"voice"	"ask_,"	",_his"	"his_voice"	"he_ask_,"	"ask_,_his"	",_his_voice"	"his_voice_casual"	"PRP"	"VB"	"ε"	"VB"	"PRP$"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"did"	"anyone"	"see"	"my"	"cab"	"ask"	"keep"	"his"	"voice"	"casual"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
