"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:42:00::"	"n't"	","	"could"	"and"	"could_n't"	"n't_,"	",_and"	"she_could_n't"	"could_n't_,"	"n't_,_and"	",_and_she"	"PRP"	"MD"	"RB"	"VB"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maggie"	"start"	"laugh"	"and"	"she"	"so"	"hard"	"she"	"could"	"n't"	"stop"	"and"	"she"	"keep_on"	"laugh"	"while"	"she"	"lug"	"the"	"clothes"	"out"	"to"	"the"	"yard"	"to"	"hang"	"them"	"up"	"while"	"the"	"sun"	"was"	"still"	"shine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"they"	"at"	","	"every"	",_they"	"they_at"	"at_every"	"way_,_they"	",_they_at"	"they_at_every"	"at_every_gas_station"	"NN"	"ε"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"their"	"they"	"stop"	"at"	"every"	"gas_station"	"along"	"the"	"main"	"boulevards"	"to"	"question"	"the"	"attendants"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"on"	"reappear"	"the"	"reappear_,"	",_on"	"on_the"	"person_reappear_,"	"reappear_,_on"	",_on_the"	"on_the_hotel"	"NNP"	"VB"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stop"	"on"	"the"	"hotel"	"porch"	"lift"	"a"	"hand"	"in"	"signal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"ought_to"	"her"	"she"	","	"she_ought_to"	"ought_to_her"	"her_,"	"that_she_ought_to"	"she_ought_to_her"	"ought_to_her_,"	"her_,_pour_out"	"IN"	"PRP"	"VB"	"VB"	"PRP$"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"swish"	"away"	"she"	"had"	"be"	"gone"	"for"	"long_time"	"probably"	"when"	"person"	"suddenly"	"realize"	"that"	"she"	"ought_to"	"stop"	"her"	"pour_out"	"the"	"coffee"	"so"	"no_one"	"would"	"drink"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"brief"	"for"	"a"	"another"	"a_brief"	"brief_for"	"for_another"	"by_a_brief"	"a_brief_for"	"brief_for_another"	"for_another_glass"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"after"	"person"	"send"	"person"	"for"	"person"	"he"	"be"	"able"	"to"	"complete"	"his"	"detailed"	"inspection"	"of"	"the"	"third"	"floor"	"and"	"to"	"receive"	"a"	"report"	"from"	"his"	"man"	"cover"	"the"	"floor"	"above"	"before"	"person"	"return"	"buoy_up"	"by"	"brief"	"stop"	"for"	"another"	"glass"	"of"	"champagne"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"a"	"."	"to"	"∅"	"to_a"	"a_."	"._∅"	"chuff_to_a"	"to_a_."	"a_._∅"	"._∅_∅"	"VB"	"TO"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"were"	"come"	"to"	"an"	"intersection"	"right"	"chuff"	"to"	"a"	"stop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"swirling"	","	"dust"	"and"	"dust_swirling"	"swirling_,"	",_and"	"a_dust_swirling"	"dust_swirling_,"	"swirling_,_and"	",_and_a"	"DT"	"NN"	"JJ"	"NN"	"ε"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hardly"	"had"	"person"	"drive"	"off"	"a"	"rusty"	"pickup"	"truck"	"father"	"or"	"grandfather"	"of"	"senor"	"person"	"ford"	"come"	"screech"	"to"	"a"	"dust"	"swirling"	"stop"	"and"	"a"	"brown"	"face"	"appear"	"its"	"nose"	"threaten"	"by"	"shard"	"of_what"	"had"	"once"	"be"	"the"	"side"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"not"	"to"	","	"hear"	",_not"	"not_to"	"to_hear"	"clerk_,_not"	",_not_to"	"not_to_hear"	"to_hear_the"	"NN"	"ε"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"as"	"he"	"pass"	"the"	"open"	"counter"	"that"	"divide"	"assembly"	"room"	"from"	"the"	"business"	"office"	"he"	"nod"	"and"	"say"	"to"	"the"	"station_keeper"	"and"	"his"	"clerk"	"not"	"stop"	"to"	"hear"	"the"	"day_watch"	"playback"	"of"	"his"	"chewing_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"all"	"way"	"bloom"	"way_to"	"to_all"	"all_bloom"	"the_way_to"	"way_to_all"	"to_all_bloom"	"all_bloom_be"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"probably"	"no"	"one"	"needs"	"to"	"you"	"that"	"the"	"way"	"to"	"stop"	"all"	"bloom"	"be"	"to"	"let"	"the"	"blossom"	"go"	"to"	"seed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"for"	"now"	"long"	"now_,"	",_for"	"for_long"	"road_now_,"	"now_,_for"	",_for_long"	"for_long_enough"	"NN"	"RB"	"ε"	"VB"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"gunfire"	"which"	"be"	"so"	"near"	"that"	"it"	"just"	"a"	"piece"	"up"	"the"	"road"	"now"	"stop"	"for"	"long"	"enough"	"to"	"count"	"to"	"twenty"	"and"	"in"	"that"	"brief"	"interval"	"a"	"redcoat"	"officer"	"come"	"tear"	"down"	"the"	"road"	"whip"	"his"	"horse"	"fit"	"to"	"kill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"a"	"in"	"to"	"person"	"to_a"	"a_in"	"in_person"	"tumble_to_a"	"to_a_in"	"a_in_person"	"in_person_'s"	"VB"	"TO"	"DT"	"NN"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"to"	"a"	"stop"	"in"	"person"	"cow"	"hole"	"a"	"low-lying"	"bit"	"of"	"pasture"	"with"	"a"	"muddy"	"pool"	"of"	"water"	"in"	"its"	"middle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"him"	"try"	"."	"try_to"	"to_him"	"him_."	"and_others_try_to"	"try_to_him"	"to_him_."	"him_._∅"	"RB"	"VB"	"TO"	"VB"	"PRP"	"ε"	"ε"	"in"	"that"	"condition"	"and"	"about"	"to"	"enter"	"the"	"hall"	"where"	"the"	"person"	"the"	"queen"	"the"	"whole"	"royal_family"	"and"	"all"	"the"	"member"	"of"	"the"	"high"	"aristocracy"	"would"	"be"	"present"	"person"	"and"	"the"	"person"	"and_others"	"try"	"to"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"it"	"the"	"that"	"show"	"that_it"	"it_the"	"the_show"	"so_that_it"	"that_it_the"	"it_the_show"	"the_show_midway"	"RB"	"RB"	"PRP"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"high"	"note"	"have"	"the"	"in"	"ecstasy"	"so"	"that"	"it"	"stop"	"the"	"show"	"midway"	"in"	"the"	"mad_scene"	"but"	"the"	"real"	"reason"	"be"	"a"	"realization"	"of"	"the"	"extraordinary"	"performance"	"unfold"	"at"	"the"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:05::"	"to"	"at"	"seem"	"the"	"seem_to"	"to_at"	"at_the"	"authenticity_seem_to"	"seem_to_at"	"to_at_the"	"at_the_set"	"NN"	"VB"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"alas"	"the"	"seem"	"to"	"stop"	"at"	"the"	"set"	"edge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"not"	"."	"would"	"∅"	"would_not"	"not_."	"._∅"	"pattern_would_not"	"would_not_."	"not_._∅"	"._∅_∅"	"NN"	"MD"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"would"	"not"	"stop"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"good"	"and"	"some"	"show"	"some_good"	"good_and"	"and_show"	"with_some_good"	"some_good_and"	"good_and_show"	"and_show_a"	"VB"	"JJ"	"JJ"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"make"	"a"	"spectacular"	"play"	"on"	"person"	"grounder"	"in"	"the"	"in"	"the"	"fourth"	"and"	"person"	"come_up"	"with"	"some"	"good"	"stop"	"and"	"show"	"a"	"strong"	"arm"	"at"	"third_base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	","	"in"	"city_of_san_francisco"	"location"	"city_of_san_francisco_,"	",_in"	"in_location"	",_city_of_san_francisco_,"	"city_of_san_francisco_,_in"	",_in_location"	"in_location_,"	"ε"	"NN"	"ε"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"city_of_san_francisco"	"stop"	"in"	"location"	"location"	"for"	"a_few"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"next"	"be"	"'s"	"at"	"'s_next"	"next_be"	"be_at"	"person_'s_next"	"'s_next_be"	"next_be_at"	"be_at_the"	"NNP"	"POS"	"JJ"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"stop"	"be"	"at"	"the"	"schoolroom"	"where"	"person"	"was"	"monitor"	"a"	"test"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"her"	"try"	"."	"try_to"	"to_her"	"her_."	"us_try_to"	"try_to_her"	"to_her_."	"her_._∅"	"PRP"	"VB"	"TO"	"VB"	"PRP$"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"shake"	"his"	"head"	"neither"	"of"	"us"	"try"	"to"	"stop"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"person"	"pace"	"∅"	"to"	"∅_person"	"person_pace"	"pace_to"	"∅_∅_person"	"∅_person_pace"	"person_pace_to"	"pace_to_stare"	"ε"	"ε"	"NNP"	"VB"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stop"	"pace"	"to"	"stare"	"at"	"person"	"with"	"his"	"pale"	"blue"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"use"	"six"	"insulin"	"six_,"	",_use"	"use_insulin"	"be_six_,"	"six_,_use"	",_use_insulin"	"use_insulin_because"	"VB"	"JJ"	"ε"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"some"	"time"	"ago"	"person"	"age"	"a"	"diabetic"	"he"	"be"	"six"	"stop"	"use"	"insulin"	"because"	"he"	"had"	"buy"	"a"	"magic"	"spike"	"a"	"glass"	"tube"	"about"	"the"	"size"	"of"	"a"	"pencil"	"fill"	"with"	"barium"	"chloride"	"worth"	"a"	"small"	"fraction"	"of"	"a"	"cent"	"sell"	"by"	"the"	"group"	"of"	"location"	"for"	"as"	"a"	"cure-all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"i"	"to"	"``"	"say"	"``_i"	"i_to"	"to_say"	"∅_``_i"	"``_i_to"	"i_to_say"	"to_say_goodbye"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stop"	"to"	"say"	"goodbye"	"person"	"and"	"to"	"tell"	"you"	"how"	"sorry"	"i"	"be"	"to"	"hear"	"about"	"your"	"baby"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"at"	"∅"	"location"	"∅_person"	"person_at"	"at_location"	"∅_∅_person"	"∅_person_at"	"person_at_location"	"at_location_and"	"ε"	"ε"	"NNP"	"VB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stop"	"at"	"location"	"and"	"look_around"	"quickly"	"at"	"the"	"boundary"	"of"	"civil"	"building"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
