"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"2:35:00::"	"had"	"the"	"which"	"doors"	"which_had"	"had_the"	"the_doors"	",_which_had"	"which_had_the"	"had_the_doors"	"the_doors_of"	"ε"	"WDT"	"VBD"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"the"	"czarship"	"had"	"not"	"affect"	"my"	"own"	"sense"	"of"	"social"	"values"	"mother"	"had"	"attain"	"a"	"reflected"	"glory"	"through"	"it"	"which"	"had"	"open"	"the"	"doors"	"of"	"los_angeles-pasadena_society"	"to"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"entrance"	"by"	"."	"by_the"	"the_entrance"	"entrance_."	"and_by_the"	"by_the_entrance"	"the_entrance_."	"entrance_._∅"	"CC"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ventilation"	"is"	"provide"	"in"	"a"	"concrete"	"block"	"basement"	"by"	"vent"	"in"	"the"	"wall"	"and"	"by"	"the"	"open"	"entrance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unenclosed:00"	"∅"	"flame"	"∅"	"heating"	"∅_∅"	"∅_flame"	"flame_heating"	"∅_∅_∅"	"∅_∅_flame"	"∅_flame_heating"	"flame_heating_or"	"ε"	"ε"	"ε"	"JJ"	"NN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"flame"	"heating"	"or"	"cooking"	"should"	"be"	"avoid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unprotected:00"	"an"	"wound"	"like"	"."	"like_an"	"an_wound"	"wound_."	"him_like_an"	"like_an_wound"	"an_wound_."	"wound_._∅"	"PRP"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bitterness"	"of"	"their"	"wedding_night"	"rip"	"within"	"him"	"like"	"an"	"open"	"wound"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"the"	"breath"	"trunk"	"breath_and"	"and_the"	"the_trunk"	"long_breath_and"	"breath_and_the"	"and_the_trunk"	"the_trunk_and"	"JJ"	"NN"	"CC"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"draw"	"long"	"breath"	"and"	"open"	"the"	"trunk"	"and"	"hang"	"out"	"her"	"clothes"	"and"	"spoilables"	"upon"	"the"	"wagon"	"rib"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"the"	"∅"	"door"	"∅_he"	"he_the"	"the_door"	"∅_∅_he"	"∅_he_the"	"he_the_door"	"the_door_and"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"open"	"the"	"door"	"and"	"get_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"his"	"turn_away"	"locker"	"turn_away_and"	"and_his"	"his_locker"	"person_turn_away_and"	"turn_away_and_his"	"and_his_locker"	"his_locker_,"	"NNP"	"VB"	"CC"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"open"	"his"	"locker"	"and_then"	"he"	"hear"	"person"	"say"	"you"	"yellow"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"a"	"red_river"	"trade"	"red_river_to"	"to_a"	"a_trade"	"travel_to_red_river_to"	"red_river_to_a"	"to_a_trade"	"a_trade_in"	"VB"	"NN"	"TO"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"these"	"swiss"	"were"	"move"	"from"	"the"	"person"	"settlement"	"to"	"become"	"the"	"first"	"civilian"	"resident"	"of"	"minnesota"	"person"	"of"	"location"	"and"	"location"	"was"	"travel_to"	"red_river"	"to"	"open"	"a"	"trade"	"in"	"merchandise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:public:00"	"an"	"and"	"except"	"direct"	"except_an"	"an_and"	"and_direct"	"stress_except_an"	"except_an_and"	"an_and_direct"	"and_direct_challenge"	"NN"	"IN"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"marriage"	"can"	"survive"	"almost"	"kind"	"of"	"stress"	"except"	"an"	"open"	"and"	"direct"	"challenge"	"to"	"the"	"husband"	"maleness"	"declare"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"could"	"his"	"he"	"mouth"	"he_could"	"could_his"	"his_mouth"	"before_he_could"	"he_could_his"	"could_his_mouth"	"his_mouth_,"	"IN"	"PRP"	"MD"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"hear"	"the"	"click"	"of"	"distant"	"receiver"	"before"	"he"	"could"	"open"	"his"	"mouth"	"and"	"it"	"take"	"him"	"no"	"more"	"than"	"three"	"second"	"to"	"decide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"to"	"stimulus"	"her"	"stimulus_was"	"was_to"	"to_her"	"intellectual_stimulus_was"	"stimulus_was_to"	"was_to_her"	"to_her_at"	"JJ"	"NN"	"VBD"	"VB"	"TO"	"PRP$"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"source"	"intellectual"	"stimulus"	"was"	"open"	"to"	"her"	"at"	"that"	"time"	"by"	"the"	"founding"	"of"	"group"	"within"	"walk"	"distance"	"of"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unprotected:00"	"the"	"ocean"	"in"	"they"	"in_the"	"the_ocean"	"ocean_they"	"that_in_the"	"in_the_ocean"	"the_ocean_they"	"ocean_they_be"	"IN"	"JJ"	"JJ"	"JJ"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tsunami"	"be"	"so"	"shallow"	"in"	"with"	"their"	"length"	"that"	"in"	"the"	"open"	"ocean"	"they"	"be"	"hardly"	"detectable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"be"	"and"	"office"	","	"office_be"	"be_and"	"and_,"	"'s_office_be"	"office_be_and"	"be_and_,"	"and_,_without"	"POS"	"NN"	"VB"	"JJ"	"CC"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"know"	"all"	"this"	"because"	"door"	"to"	"person"	"office"	"be"	"open"	"and"	"without"	"strain"	"too"	"hard"	"she"	"could"	"hear"	"everything"	"that"	"was"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unprotected:00"	"the"	"deck"	"upon"	"and"	"upon_the"	"the_deck"	"deck_and"	"sprawl_upon_the"	"upon_the_deck"	"the_deck_and"	"deck_and_terror"	"VB"	"IN"	"DT"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"mast"	"was"	"raise"	"person"	"give"	"the"	"order"	"for"	"person"	"and"	"person"	"to"	"be"	"place"	"under"	"and"	"now"	"three"	"figure"	"in"	"irons"	"sprawl"	"upon"	"the"	"open"	"deck"	"and"	"terror"	"stalk"	"the"	"somers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:06::"	"hall"	"in"	"a"	"back"	"a_hall"	"hall_in"	"in_back"	"∅_a_hall"	"a_hall_in"	"hall_in_back"	"in_back_of"	"ε"	"DT"	"NN"	"VB"	"IN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hall"	"open"	"in"	"back"	"of"	"the"	"bar"	"run"	"toward"	"an"	"ell"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"the"	"door"	"of"	";"	"of_the"	"the_door"	"door_;"	"line_of_the"	"of_the_door"	"the_door_;"	"door_;_person"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"she"	"was"	"talk"	"of"	"person"	"she"	"see"	"the"	"black"	"line"	"of"	"the"	"open"	"door"	"person"	"remember"	"it"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	","	"the"	"office"	"door"	"office_,"	",_the"	"the_door"	"the_office_,"	"office_,_the"	",_the_door"	"the_door_and"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"start"	"back"	"for"	"the"	"house"	"a"	"light"	"in"	"the"	"office"	"open"	"the"	"door"	"and"	"surprise"	"a"	"domestic"	"little"	"scene"	"which"	"be"	"far"	"outside"	"the"	"dark"	"realm"	"of"	"murder"	"or"	"attempted"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"in"	"receptionist"	"a"	"receptionist_was"	"was_in"	"in_a"	"position_receptionist_was"	"receptionist_was_in"	"was_in_a"	"in_a_large"	"IN"	"NN"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"receptionist"	"was"	"open"	"in"	"a"	"large"	"office"	"and"	"an"	"announcement"	"was"	"made"	"to"	"the"	"girl"	"already"	"work"	"that"	"they"	"could"	"apply"	"for"	"this"	"job"	"which"	"have"	"high"	"prestige"	"and"	"slightly"	"high"	"salary"	"than"	"typing"	"and"	"clerking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"bang"	"."	"door"	"∅"	"door_bang"	"bang_."	"._∅"	"house_door_bang"	"door_bang_."	"bang_._∅"	"._∅_∅"	"NN"	"NN"	"VB"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"person"	"had"	"hope"	"house"	"door"	"bang"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"person"	"the"	"∅"	"door"	"∅_person"	"person_the"	"the_door"	"∅_∅_person"	"∅_person_the"	"person_the_door"	"the_door_,"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"open"	"the"	"door"	"grab"	"person"	"by"	"the"	"shoulder"	"and"	"pull"	"him"	"into"	"the"	"barn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:06::"	"door"	"and"	"the"	"three"	"the_door"	"door_and"	"and_three"	"∅_the_door"	"the_door_and"	"door_and_three"	"and_three_man"	"ε"	"DT"	"NN"	"VB"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"door"	"open"	"and"	"three"	"man"	"and"	"a"	"woman"	"in"	"a"	"sari"	"sweep"	"past"	"him"	"and"	"down_the_stairs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"he"	"the"	"∅"	"inner"	"∅_he"	"he_the"	"the_inner"	"∅_∅_he"	"∅_he_the"	"he_the_inner"	"the_inner_door"	"ε"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"open"	"the"	"inner"	"door"	"the"	"cooking"	"odor"	"be"	"strong"	"all_over"	"the"	"city"	"at"	"this"	"hour"	"housewife"	"would"	"be"	"fuss"	"over"	"stove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:unenclosed:00"	"the"	"counter"	"pass"	"that"	"pass_the"	"the_counter"	"counter_that"	"he_pass_the"	"pass_the_counter"	"the_counter_that"	"counter_that_divide"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"WDT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"as"	"pass"	"the"	"open"	"counter"	"that"	"divide"	"the"	"assembly"	"room"	"from"	"the"	"business"	"office"	"he"	"nod"	"and"	"say"	"good_night"	"to"	"the"	"station_keeper"	"and"	"his"	"clerk"	"not"	"stop"	"to"	"hear"	"the"	"day_watch"	"playback"	"of"	"his"	"chewing_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"it"	"front_door"	"and"	"front_door_and"	"and_it"	"it_and"	"the_front_door_and"	"front_door_and_it"	"and_it_and"	"it_and_look"	"DT"	"NN"	"CC"	"VB"	"PRP"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go"	"the"	"front_door"	"and"	"open"	"it"	"and"	"look"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"century"	"with"	"new"	"person"	"new_century"	"century_with"	"with_person"	"the_new_century"	"new_century_with"	"century_with_person"	"with_person_begin"	"DT"	"JJ"	"NN"	"VB"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"century"	"open"	"with"	"person"	"begin"	"his"	"professional"	"career"	"in_charge"	"of"	"an"	"apothecary"	"shop"	"in"	"copenhagen"	"and"	"as"	"lecturer"	"at"	"the"	"university"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"show"	"at"	"one-man"	"the"	"one-man_show"	"show_at"	"at_the"	"first_one-man_show"	"one-man_show_at"	"show_at_the"	"at_the_location"	"JJ"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NNP"	"battle"	"of"	"the"	"drib-drool"	"continue"	"but"	"most"	"of"	"new_york"	"knowing"	"sophisticate"	"of"	"abstract_expressionism"	"are"	"stamp"	"their"	"foot"	"impatiently"	"in"	"expectation"	"of"	"v"	"for"	"vindication"	"day"	"september"	"first"	"person"	"first"	"one-man"	"show"	"open"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"the"	"front_porch"	"on"	","	"on_the"	"the_front_porch"	"front_porch_,"	"sit_on_the"	"on_the_front_porch"	"the_front_porch_,"	"front_porch_,_where"	"VB"	"IN"	"DT"	"JJ"	"NN"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"every_night"	"they"	"all"	"go_to"	"mama"	"and"	"person"	"and"	"sit"	"on"	"the"	"open"	"front_porch"	"where"	"they"	"could"	"get"	"the"	"breeze"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:02::"	"the"	","	"in"	"though"	"in_the"	"the_,"	",_though"	"right_in_the"	"in_the_,"	"the_,_though"	",_though_many"	"RB"	"JJ"	"JJ"	"NN"	"ε"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"make"	"seedbed"	"right"	"in"	"the"	"open"	"though"	"many"	"people"	"start"	"them"	"successfully"	"in"	"cold_frame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"trapper"	"the"	"old"	"door"	"old_trapper"	"trapper_the"	"the_door"	"the_old_trapper"	"old_trapper_the"	"trapper_the_door"	"the_door_to"	"DT"	"JJ"	"NN"	"VB"	"VB"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"reach"	"the"	"house"	"as"	"person"	"surmise"	"but"	"just"	"as"	"the"	"old"	"trapper"	"open"	"the"	"door"	"to"	"receive"	"him"	"he"	"fall"	"into"	"the"	"trapper"	"arm"	"dead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	","	"his"	"put_on"	"purse"	"put_on_,"	",_his"	"his_purse"	"to_put_on_,"	"put_on_,_his"	",_his_purse"	"his_purse_to"	"TO"	"VB"	"ε"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"voltaire"	"surprise"	"however"	"their"	"host"	"give"	"fresh"	"clothes"	"to"	"put_on"	"open"	"his"	"purse"	"to"	"lend"	"them"	"money"	"and"	"sit_down"	"them"	"down"	"before"	"a"	"good"	"dinner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
