"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"
"4:02:02::"	"woman"	"begin"	"when"	"to"	"when_woman"	"woman_begin"	"begin_to"	"from_when_woman"	"when_woman_begin"	"woman_begin_to"	"begin_to_challenge"	"IN"	"WRB"	"NN"	"RB"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"date"	"it"	"from"	"suffrage"	"from"	"when"	"woman"	"first"	"begin"	"to"	"challenge"	"man"	"in"	"the"	"marketplace"	"still"	"from"	"the"	"era"	"of"	"the"	"emancipated"	"flapper"	"and"	"bathtub_gin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"instant"	"in"	","	"in_the"	"the_instant"	"instant_,"	"mind_in_the"	"in_the_instant"	"the_instant_,"	"instant_,_but"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"go"	"through"	"mind"	"in"	"the"	"first"	"instant"	"but"	"what"	"hold"	"his"	"interest"	"was"	"the"	"fact"	"that"	"these"	"two"	"should"	"be"	"together"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"eleven"	"in"	"year"	"in_the"	"the_eleven"	"eleven_year"	"person_in_the"	"in_the_eleven"	"the_eleven_year"	"eleven_year_after"	"NN"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"successful"	"rehabilitation"	"of"	"over"	"half"	"million"	"disabled"	"person"	"in"	"the"	"first"	"eleven"	"year"	"after"	"the"	"existing"	"program"	"was"	"still"	"see"	"to"	"be"	"inadequate"	"to"	"cope_with"	"the"	"nation"	"backlog"	"of"	"an"	"estimated"	"two"	"million"	"disabled"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	":"	","	"use"	"to"	"use_:"	":_,"	",_to"	"are_use_:"	"use_:_,"	":_,_to"	",_to_increase"	"VBP"	"VB"	"ε"	"RB"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"funds"	"recoup"	"by"	"reduction"	"item"	"above"	"are"	"use"	"first"	"to"	"increase"	"the"	"unadjusted"	"allotment"	"to"	"the"	"specified"	"minimum"	"in"	"those"	"state"	"where"	"the"	"unadjusted"	"allotment"	"be"	"less"	"than"	"the"	"minimum"	"allotment"	"item"	"above"	"and"	"second"	"to"	"increase"	"uniformly"	"the"	"allotment"	"to"	"those"	"state"	"whose"	"allotment"	"be"	"below"	"their"	"maximum"	"with"	"adjustment"	"to"	"prevent"	"the"	"allotment"	"of"	"any"	"state"	"from"	"thereby"	"exceed"	"its"	"maximum"	"0"	
"3:00:00::"	"his"	"thought"	"∅"	"be"	"∅_his"	"his_thought"	"thought_be"	"∅_∅_his"	"∅_his_thought"	"his_thought_be"	"thought_be_about"	"ε"	"ε"	"PRP$"	"JJ"	"NN"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"thought"	"be"	"about"	"the"	"question"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"in"	"support"	"this"	"support_,"	",_in"	"in_this"	"public_support_,"	"support_,_in"	",_in_this"	"in_this_country"	"JJ"	"NN"	"ε"	"RB"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"type"	"of"	"action"	"can"	"to"	"win"	"public"	"support"	"first"	"in"	"this"	"country"	"and"	"then"	"abroad"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"page"	"on"	"of"	"on_the"	"the_page"	"page_of"	"person_on_the"	"on_the_page"	"the_page_of"	"page_of_person"	"NNP"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	
"4:02:02::"	"had"	"appear"	"which"	"when"	"which_had"	"had_appear"	"appear_when"	",_which_had"	"which_had_appear"	"had_appear_when"	"appear_when_person"	"ε"	"WDT"	"VBD"	"RB"	"VB"	"WRB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"his"	"song"	"turn_out"	","	"turn_out_his"	"his_song"	"song_,"	"person_turn_out_his"	"turn_out_his_song"	"his_song_,"	"song_,_a"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"be"	"person"	"turn_out"	"his"	"first"	"song"	"a"	"jazzy"	"little"	"thing"	"he"	"call"	"sister_susie"	"strut_your_stuff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"salvo"	"generally"	"of"	"generally_the"	"the_salvo"	"salvo_of"	"∅_generally_the"	"generally_the_salvo"	"the_salvo_of"	"salvo_of_a"	"ε"	"RB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"salvo"	"of"	"a"	"tsunami"	"be"	"a"	"rather"	"sharp"	"swell"	"not"	"different"	"enough"	"from"	"an"	"ordinary"	"wave"	"to"	"alarm"	"casual"	"observer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"had"	"arrive"	"she"	"at"	"she_had"	"had_arrive"	"arrive_at"	"when_she_had"	"she_had_arrive"	"had_arrive_at"	"arrive_at_this"	"WRB"	"PRP"	"VBD"	"RB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"when"	"she"	"had"	"first"	"arrive"	"at"	"this"	"conclusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"that"	"day"	"on"	","	"on_that"	"that_day"	"day_,"	"∅_on_that"	"on_that_day"	"that_day_,"	"day_,_person"	"ε"	"RB"	"RB"	"JJ"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"first"	"day"	"person"	"literally"	"think"	"she"	"was"	"going_to"	"die"	"or"	"at_the_least"	"the"	"very"	"least"	"go"	"out"	"of"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"his"	"glimpse"	"∅"	"of"	"∅_his"	"his_glimpse"	"glimpse_of"	"∅_∅_his"	"∅_his_glimpse"	"his_glimpse_of"	"glimpse_of_the"	"ε"	"ε"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"glimpse"	"of"	"the"	"ranch_house"	"across"	"the"	"brushy"	"swell"	"tell"	"him"	"nothing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"shot"	"at"	"person"	"at_the"	"the_shot"	"shot_person"	"∅_at_the"	"at_the_shot"	"the_shot_person"	"shot_person_had"	"ε"	"IN"	"DT"	"JJ"	"NN"	"NNP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"shot"	"person"	"had"	"hurl"	"his"	"mount"	"to"	"the"	"left"	"toward"	"the"	"side"	"of"	"the"	"winding"	"draw"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"'s"	"error"	"person"	"of"	"person_'s"	"'s_error"	"error_of"	"∅_person_'s"	"person_'s_error"	"'s_error_of"	"error_of_the"	"ε"	"NNP"	"POS"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"error"	"of"	"the"	"fourth"	"voyage"	"occur"	"only"	"a_few"	"mile"	"down"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"three"	"for"	"week"	"for_the"	"the_three"	"three_week"	"∅_for_the"	"for_the_three"	"the_three_week"	"three_week_,"	"ε"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"three"	"week"	"the"	"ship"	"skirt"	"up"	"the"	"east"	"coast"	"of"	"great_britain"	"then"	"turn"	"westward"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"the"	"of"	"∅"	"two"	"∅_the"	"the_of"	"of_two"	"∅_∅_the"	"∅_the_of"	"the_of_two"	"of_two_variation"	"ε"	"ε"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"of"	"two"	"variation"	"on"	"this"	"theme"	"is"	"symbolize"	"by"	"person"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"eight"	"∅"	"of"	"∅_the"	"the_eight"	"eight_of"	"∅_∅_the"	"∅_the_eight"	"the_eight_of"	"eight_of_these"	"ε"	"ε"	"DT"	"JJ"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"eight"	"of"	"these"	"eighteen"	"statement"	"which"	"receive"	"at_least"	"one-half"	"of"	"the"	"vote"	"were"	"duplicate"	"to"	"form"	"an"	"analysis"	"checklist"	"for"	"the"	"particular"	"manager"	"and"	"when"	"this"	"particular"	"manager"	"roleplay"	"in"	"situation"	"the"	"member"	"check"	"any"	"item"	"that"	"appear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"our"	"definition"	"although"	"will"	"although_our"	"our_definition"	"definition_will"	",_although_our"	"although_our_definition"	"our_definition_will"	"definition_will_have"	"ε"	"IN"	"PRP$"	"JJ"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"this"	"point"	"a"	"working"	"definition"	"idea"	"be"	"in_order"	"although"	"our"	"first"	"definition"	"will"	"have"	"to"	"be"	"qualify"	"somewhat"	"as"	"we"	"proceed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"petitioner"	"contend"	"∅"	"that"	"∅_petitioner"	"petitioner_contend"	"contend_that"	"∅_∅_petitioner"	"∅_petitioner_contend"	"petitioner_contend_that"	"contend_that_the"	"ε"	"ε"	"NN"	"JJ"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"contend"	"that"	"the"	"group"	"deny"	"him"	"procedural"	"due_process"	"by"	"not"	"give"	"him"	"timely"	"opportunity"	"before"	"its"	"final"	"recommendation"	"to"	"the"	"appeal_board"	"to"	"answer"	"the"	"statement"	"of"	"the"	"local"	"board"	"as"	"to"	"his"	"claim"	"of"	"devote"	"hour"	"to"	"actual"	"preaching"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"diatomic"	"∅"	"hydride"	"∅_the"	"the_diatomic"	"diatomic_hydride"	"∅_∅_the"	"∅_the_diatomic"	"the_diatomic_hydride"	"diatomic_hydride_investigate"	"ε"	"ε"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"diatomic"	"hydride"	"investigate"	"by"	"the"	"paramagnetic"	"resonance"	"method"	"be"	"the"	"oh"	"radical"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
